"Index","rank1","rank2","rank3","rank4"
"VI608","KRISTAL C. PRICE","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN"
"VI609","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI610","uwi","AMBER RASMUSSEN","skipped","skipped"
"VI611","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI612","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI613","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI614","uwi","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO"
"VI615","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI616","MARDI SIFUENTES","skipped","skipped","skipped"
"VI617","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI618","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI619","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE"
"VI620","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI621","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI622","MARDI SIFUENTES","skipped","skipped","skipped"
"VI623","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI624","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI625","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI626","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI627","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI628","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI629","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI630","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI631","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","KRISTAL C. PRICE"
"VI632","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE"
"VI633","KRISTAL C. PRICE","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN"
"VI634","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI635","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI636","KRISTAL C. PRICE","skipped","skipped","skipped"
"VI637","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI638","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI639","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI640","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI641","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI642","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI643","AMBER RASMUSSEN","MARDI SIFUENTES","skipped","skipped"
"VI644","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI645","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI646","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI647","MARDI SIFUENTES","AMBER RASMUSSEN","skipped","skipped"
"VI648","NEF PACHECO","MARDI SIFUENTES","skipped","skipped"
"VI649","MARDI SIFUENTES","NEF PACHECO","skipped","skipped"
"VI650","AMBER RASMUSSEN","NEF PACHECO","skipped","skipped"
"VI651","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI652","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI653","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI654","MARDI SIFUENTES","MARDI SIFUENTES","MARDI SIFUENTES","MARDI SIFUENTES"
"VI655","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI656","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI657","MARDI SIFUENTES","MARDI SIFUENTES","MARDI SIFUENTES","MARDI SIFUENTES"
"VI658","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI659","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI660","NEF PACHECO","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI661","NEF PACHECO","skipped","skipped","skipped"
"VI662","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI663","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI664","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI665","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","KRISTAL C. PRICE"
"VI666","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI667","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI668","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES"
"VI669","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI670","NEF PACHECO","AMBER RASMUSSEN","uwi","MARDI SIFUENTES"
"VI671","NEF PACHECO","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI672","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI673","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI674","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI675","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI676","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI677","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI678","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","KRISTAL C. PRICE"
"VI679","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","uwi"
"VI680","AMBER RASMUSSEN","MARDI SIFUENTES","skipped","skipped"
"VI681","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI682","KRISTAL C. PRICE","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI683","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI684","MARDI SIFUENTES","skipped","skipped","skipped"
"VI685","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","uwi"
"VI686","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO"
"VI687","MARDI SIFUENTES","NEF PACHECO","skipped","skipped"
"VI688","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI689","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE"
"VI690","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI691","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI692","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO"
"VI693","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI694","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI695","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI696","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI697","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI698","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI699","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI700","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI701","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","skipped"
"VI702","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI703","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI704","AMBER RASMUSSEN","MARDI SIFUENTES","uwi","NEF PACHECO"
"VI705","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE","skipped"
"VI706","MARDI SIFUENTES","AMBER RASMUSSEN","skipped","skipped"
"VI707","MARDI SIFUENTES","AMBER RASMUSSEN","skipped","skipped"
"VI708","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI709","MARDI SIFUENTES","NEF PACHECO","uwi","AMBER RASMUSSEN"
"VI710","MARDI SIFUENTES","skipped","skipped","skipped"
"VI711","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI712","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI713","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI714","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI715","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI716","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI717","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI718","MARDI SIFUENTES","KRISTAL C. PRICE","MARDI SIFUENTES","skipped"
"VI719","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI720","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI721","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI722","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI723","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI724","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO"
"VI725","MARDI SIFUENTES","KRISTAL C. PRICE","MARDI SIFUENTES","skipped"
"VI726","AMBER RASMUSSEN","MARDI SIFUENTES","KRISTAL C. PRICE","skipped"
"VI727","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI728","MARDI SIFUENTES","skipped","skipped","skipped"
"VI729","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI730","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI731","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI732","KRISTAL C. PRICE","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI733","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI734","NEF PACHECO","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN"
"VI735","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI736","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI737","uwi","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN"
"VI738","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI739","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI740","uwi","skipped","skipped","skipped"
"VI741","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI742","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","skipped"
"VI743","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI744","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI745","MARDI SIFUENTES","KRISTAL C. PRICE","MARDI SIFUENTES","skipped"
"VI746","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI747","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI748","AMBER RASMUSSEN","MARDI SIFUENTES","skipped","skipped"
"VI749","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI750","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI751","uwi","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI752","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI753","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI754","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI755","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI756","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES"
"VI757","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI758","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI759","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI760","AMBER RASMUSSEN","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO"
"VI761","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI762","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES"
"VI763","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI764","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI765","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","uwi"
"VI766","MARDI SIFUENTES","uwi","AMBER RASMUSSEN","NEF PACHECO"
"VI767","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI768","KRISTAL C. PRICE","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN"
"VI769","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI770","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI771","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI772","MARDI SIFUENTES","NEF PACHECO","skipped","skipped"
"VI773","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI774","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI775","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI776","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI777","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI778","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","skipped"
"VI779","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI780","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","uwi"
"VI781","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI782","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI783","AMBER RASMUSSEN","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO"
"VI784","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI785","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI786","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI787","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI788","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE"
"VI789","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI790","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI791","uwi","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI792","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI793","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","uwi"
"VI794","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI795","KRISTAL C. PRICE","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO"
"VI796","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI797","KRISTAL C. PRICE","skipped","skipped","skipped"
"VI798","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI799","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI800","KRISTAL C. PRICE","MARDI SIFUENTES","KRISTAL C. PRICE","MARDI SIFUENTES"
"VI801","AMBER RASMUSSEN","NEF PACHECO","skipped","MARDI SIFUENTES"
"VI802","KRISTAL C. PRICE","MARDI SIFUENTES","KRISTAL C. PRICE","MARDI SIFUENTES"
"VI803","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI804","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI805","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES"
"VI806","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI807","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI808","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","uwi"
"VI809","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE"
"VI810","KRISTAL C. PRICE","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO"
"VI811","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI812","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI813","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI814","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI815","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI816","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI817","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI818","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI819","MARDI SIFUENTES","skipped","skipped","skipped"
"VI820","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI821","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI822","KRISTAL C. PRICE","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO"
"VI823","MARDI SIFUENTES","NEF PACHECO","KRISTAL C. PRICE","AMBER RASMUSSEN"
"VI824","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI825","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI826","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","skipped"
"VI827","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI828","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","skipped"
"VI829","NEF PACHECO","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN"
"VI830","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI831","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI832","MARDI SIFUENTES","AMBER RASMUSSEN","KRISTAL C. PRICE","NEF PACHECO"
"VI833","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI834","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI835","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI836","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI837","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI838","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","skipped"
"VI839","AMBER RASMUSSEN","NEF PACHECO","skipped","skipped"
"VI840","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI841","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI842","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI843","AMBER RASMUSSEN","MARDI SIFUENTES","uwi","NEF PACHECO"
"VI844","NEF PACHECO","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN"
"VI845","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI846","AMBER RASMUSSEN","MARDI SIFUENTES","skipped","skipped"
"VI847","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI848","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI849","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","uwi"
"VI850","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI851","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI852","MARDI SIFUENTES","AMBER RASMUSSEN","skipped","skipped"
"VI853","AMBER RASMUSSEN","MARDI SIFUENTES","skipped","skipped"
"VI854","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI855","AMBER RASMUSSEN","MARDI SIFUENTES","skipped","skipped"
"VI856","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI857","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI858","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","uwi"
"VI859","MARDI SIFUENTES","AMBER RASMUSSEN","skipped","skipped"
"VI860","MARDI SIFUENTES","skipped","skipped","skipped"
"VI861","AMBER RASMUSSEN","skipped","skipped","skipped"
"VI862","NEF PACHECO","skipped","skipped","skipped"
"VI863","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI864","KRISTAL C. PRICE","MARDI SIFUENTES","skipped","skipped"
"VI865","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI866","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI867","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","uwi"
"VI868","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI869","AMBER RASMUSSEN","NEF PACHECO","skipped","skipped"
"VI870","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI871","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI872","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI873","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI874","MARDI SIFUENTES","overvote","AMBER RASMUSSEN","uwi"
"VI875","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI876","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","skipped"
"VI877","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI878","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI879","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","uwi"
"VI880","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI881","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","skipped"
"VI882","skipped","skipped","skipped","skipped"
"VI883","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI884","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI885","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI886","MARDI SIFUENTES","skipped","skipped","skipped"
"VI887","MARDI SIFUENTES","NEF PACHECO","skipped","skipped"
"VI888","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI889","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI890","NEF PACHECO","skipped","skipped","skipped"
"VI891","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI892","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES"
"VI893","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","KRISTAL C. PRICE"
"VI894","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO","skipped"
"VI895","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI896","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
"VI897","MARDI SIFUENTES","KRISTAL C. PRICE","NEF PACHECO","AMBER RASMUSSEN"
"VI898","MARDI SIFUENTES","KRISTAL C. PRICE","skipped","skipped"
"VI899","NEF PACHECO","AMBER RASMUSSEN","MARDI SIFUENTES","uwi"
"VI900","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI901","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI902","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","uwi"
"VI903","NEF PACHECO","MARDI SIFUENTES","AMBER RASMUSSEN","uwi"
"VI904","AMBER RASMUSSEN","NEF PACHECO","MARDI SIFUENTES","KRISTAL C. PRICE"
"VI905","MARDI SIFUENTES","KRISTAL C. PRICE","AMBER RASMUSSEN","NEF PACHECO"
"VI906","KRISTAL C. PRICE","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN"
"VI907","AMBER RASMUSSEN","MARDI SIFUENTES","NEF PACHECO","skipped"
"VI908","MARDI SIFUENTES","NEF PACHECO","AMBER RASMUSSEN","skipped"
"VI909","KRISTAL C. PRICE","MARDI SIFUENTES","AMBER RASMUSSEN","NEF PACHECO"
