"Index","rank1","rank2","rank3","rank4"
"WH612","TOBY M. HARDING","skipped","skipped","skipped"
"WH613","DOREL B. KYNASTON","skipped","skipped","skipped"
"WH614","CODY CHAMBERLAIN","JANET LUNT","DOREL B. KYNASTON","skipped"
"WH615","TOBY M. HARDING","CODY CHAMBERLAIN","DOREL B. KYNASTON","JANET LUNT"
"WH616","JANET LUNT","TOBY M. HARDING","DOREL B. KYNASTON","CODY CHAMBERLAIN"
"WH617","DOREL B. KYNASTON","CODY CHAMBERLAIN","skipped","skipped"
"WH618","overvote","skipped","DOREL B. KYNASTON","skipped"
"WH619","TOBY M. HARDING","skipped","skipped","skipped"
"WH620","DOREL B. KYNASTON","JANET LUNT","TOBY M. HARDING","CODY CHAMBERLAIN"
"WH621","CODY CHAMBERLAIN","JANET LUNT","DOREL B. KYNASTON","skipped"
"WH622","JANET LUNT","DOREL B. KYNASTON","TOBY M. HARDING","CODY CHAMBERLAIN"
"WH623","JANET LUNT","TOBY M. HARDING","CODY CHAMBERLAIN","DOREL B. KYNASTON"
"WH624","JANET LUNT","DOREL B. KYNASTON","TOBY M. HARDING","CODY CHAMBERLAIN"
"WH625","JANET LUNT","TOBY M. HARDING","DOREL B. KYNASTON","CODY CHAMBERLAIN"
"WH626","DOREL B. KYNASTON","JANET LUNT","TOBY M. HARDING","CODY CHAMBERLAIN"
"WH627","JANET LUNT","TOBY M. HARDING","DOREL B. KYNASTON","CODY CHAMBERLAIN"
"WH628","TOBY M. HARDING","JANET LUNT","DOREL B. KYNASTON","CODY CHAMBERLAIN"
"WH629","DOREL B. KYNASTON","TOBY M. HARDING","CODY CHAMBERLAIN","JANET LUNT"
"WH630","JANET LUNT","DOREL B. KYNASTON","CODY CHAMBERLAIN","skipped"
"WH631","JANET LUNT","DOREL B. KYNASTON","skipped","skipped"
"WH632","JANET LUNT","DOREL B. KYNASTON","CODY CHAMBERLAIN","TOBY M. HARDING"
"WH633","TOBY M. HARDING","JANET LUNT","skipped","skipped"
"WH634","DOREL B. KYNASTON","JANET LUNT","CODY CHAMBERLAIN","skipped"
"WH635","DOREL B. KYNASTON","JANET LUNT","skipped","skipped"
"WH636","DOREL B. KYNASTON","JANET LUNT","CODY CHAMBERLAIN","skipped"
"WH637","DOREL B. KYNASTON","JANET LUNT","CODY CHAMBERLAIN","TOBY M. HARDING"
"WH638","JANET LUNT","CODY CHAMBERLAIN","DOREL B. KYNASTON","TOBY M. HARDING"
"WH639","TOBY M. HARDING","DOREL B. KYNASTON","JANET LUNT","skipped"
"WH640","DOREL B. KYNASTON","JANET LUNT","TOBY M. HARDING","CODY CHAMBERLAIN"
"WH641","CODY CHAMBERLAIN","JANET LUNT","DOREL B. KYNASTON","skipped"
"WH642","JANET LUNT","DOREL B. KYNASTON","skipped","skipped"
"WH643","TOBY M. HARDING","JANET LUNT","CODY CHAMBERLAIN","skipped"
"WH644","DOREL B. KYNASTON","JANET LUNT","TOBY M. HARDING","CODY CHAMBERLAIN"
"WH645","overvote","skipped","skipped","skipped"
"WH646","overvote","skipped","skipped","skipped"
"WH647","JANET LUNT","DOREL B. KYNASTON","CODY CHAMBERLAIN","TOBY M. HARDING"
"WH648","JANET LUNT","CODY CHAMBERLAIN","TOBY M. HARDING","DOREL B. KYNASTON"
"WH649","JANET LUNT","TOBY M. HARDING","CODY CHAMBERLAIN","DOREL B. KYNASTON"
"WH650","CODY CHAMBERLAIN","JANET LUNT","TOBY M. HARDING","DOREL B. KYNASTON"
"WH651","JANET LUNT","TOBY M. HARDING","CODY CHAMBERLAIN","DOREL B. KYNASTON"
"WH652","JANET LUNT","DOREL B. KYNASTON","CODY CHAMBERLAIN","skipped"
"WH653","CODY CHAMBERLAIN","DOREL B. KYNASTON","TOBY M. HARDING","JANET LUNT"
"WH654","CODY CHAMBERLAIN","DOREL B. KYNASTON","TOBY M. HARDING","JANET LUNT"
"WH655","JANET LUNT","DOREL B. KYNASTON","CODY CHAMBERLAIN","TOBY M. HARDING"
"WH656","TOBY M. HARDING","DOREL B. KYNASTON","CODY CHAMBERLAIN","JANET LUNT"
"WH657","JANET LUNT","TOBY M. HARDING","CODY CHAMBERLAIN","DOREL B. KYNASTON"
"WH658","JANET LUNT","TOBY M. HARDING","CODY CHAMBERLAIN","DOREL B. KYNASTON"
